,PMCID,PMID,Publisher,Journal,Title,Cost(£),Article_or_Book,TP_notes,Extracted_date,PMC_Title,PMC_DOI,PMC_isOpenAccess,PMC_Journal,PMC_Pub_Year,PMC_Pub_Type,PMC_Citation_Count,Notes,PMC_Journal_ISSN
364,PMC3547901,23076132,Landes Bioscience,Cell Adhesion and Migration,Emerging roles for semaphorins & VEGFs in synaptogenesis and synaptic platicity,321.46,Article,,23/03/2014,Emerging roles for semaphorins and VEGFs in synaptogenesis and synaptic plasticity.,10.4161/cam.22408,Y,Cell Adh Migr,2012,"journal article, review, research support, non-u.s. gov't",4,,1933-6918
365,PMC3505551,22986921,Springer,Cell and Tissue Research,Differential localisation of BPIFA1 (SPLUNC1) and BPIFB1 (LPLUNC1) in the nasal and oral cavities of mice,1908.38,Article,,23/03/2014,Differential localisation of BPIFA1 (SPLUNC1) and BPIFB1 (LPLUNC1) in the nasal and oral cavities of mice.,10.1007/s00441-012-1490-9,Y,Cell Tissue Res,2012,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",1,,0302-766x
366,PMC3878645,19324410,Elsevier,Cell Calcium,TRPchannel lipid specificity and mechanisms of lipid regulation,2363.14,Article,,23/03/2014,TRPC channel lipid specificity and mechanisms of lipid regulation.,10.1016/j.ceca.2009.02.006,N,Cell Calcium,2009,"journal article, review, research support, non-u.s. gov't",24,,0143-4160
367,PMC3899200,23966160,Landes Bioscience,Cell Cycle,Protein phosphatase 4 is phosphorylated and inactivated by Cdk in response to spindle toxins and interacts with γ-tubulin,644.28,Article,,23/03/2014,Protein phosphatase 4 is phosphorylated and inactivated by Cdk in response to spindle toxins and interacts with γ-tubulin.,10.4161/cc.25919,N,Cell Cycle,2013,"journal article, research support, non-u.s. gov't",0,,1538-4101
368,PMC3735711,23708518,Landes Bioscience,Cell Cycle,The deubiquitylase USP15 stabilizes newly synthesized REST and rescues its expression at mitotic exit,666.0,Article,,23/03/2014,The deubiquitylase USP15 stabilizes newly synthesized REST and rescues its expression at mitotic exit.,10.4161/cc.25035,Y,Cell Cycle,2013,"journal article, research support, non-u.s. gov't",1,,1538-4101
369,PMC3875679,23974100,Landes Bioscience,Cell Cycle,NF-kB regulates expression of Polo-like kinase 4,783.73,Article,,23/03/2014,NFκB regulates expression of Polo-like kinase 4.,10.4161/cc.26086,Y,Cell Cycle,2013,"journal article, research support, non-u.s. gov't",0,,1538-4101
370,PMC3674087,23518502,Landes Bioscience,Cell Cycle,Mcm8 and Mcm9 form a dimeric complex in Xenopus laevis egg extract that is not essential for DNA replication initiation,812.96,Article,,23/03/2014,Mcm8 and Mcm9 form a dimeric complex in Xenopus laevis egg extract that is not essential for DNA replication initiation.,10.4161/cc.24310,Y,Cell Cycle,2013,"journal article, research support, non-u.s. gov't",0,,1538-4101
371,PMC3594270,23343766,Landes Biosciences,Cell Cycle,ATM-dependent phosphorylation of heterogeneous nuclear ribonucleoprotein K promotes p53 transcriptional activation in response to DNA damage,762.88,Article,,23/03/2014,ATM-dependent phosphorylation of heterogeneous nuclear ribonucleoprotein K promotes p53 transcriptional activation in response to DNA damage.,10.4161/cc.23592,Y,Cell Cycle,2013,"journal article, research support, non-u.s. gov't",8,,1538-4101
372,PMC3637335,23442799,Landes Biosciences,Cell Cycle,Dma/RNF8 proteins are evolutionarily conserved E3 ubiquitin ligases that target septins,804.61,Article,,23/03/2014,Dma/RNF8 proteins are evolutionarily conserved E3 ubiquitin ligases that target septins.,10.4161/cc.23947,Y,Cell Cycle,2013,"journal article, research support, non-u.s. gov't",2,,1538-4101
373,PMC3674354,23661001,Nature,Cell Death & Disease,Amyloid-β and Alzheimer’s disease type pathology differentially affects the calcium signalling toolkit in astrocytes from different brain regions,2040.0,Article,,23/03/2014,Amyloid-β and Alzheimer's disease type pathology differentially affects the calcium signalling toolkit in astrocytes from different brain regions.,10.1038/cddis.2013.145,Y,Cell Death Dis,2013,"journal article, research support, non-u.s. gov't",2,,2041-4889
374,PMC3730438,23887634,Nature,Cell Death & Disease,Differentiation of adipose-derived stem cells into Schwann cell phenotype induces expression of P2X receptors that control cell death,2040.0,Article,,23/03/2014,Differentiation of adipose-derived stem cells into Schwann cell phenotype induces expression of P2X receptors that control cell death.,10.1038/cddis.2013.268,Y,Cell Death Dis,2013,"journal article, research support, non-u.s. gov't",3,,2041-4889
375,PMC3618382,23519128,Nature,Cell Death & Disease,Taurine transport in human placental trophoblast is important for regulation of cell differentiation and survival,2520.0,Article,,23/03/2014,Taurine transport in human placental trophoblast is important for regulation of cell differentiation and survival.,10.1038/cddis.2013.81,Y,Cell Death Dis,2013,"journal article, research support, non-u.s. gov't",2,,2041-4889
376,PMC3619234,23348567,Nature,Cell Death and Differentiation,IF1 limits the apoptotic-signalling cascade by preventing mitochondrial remodelling ,3000.0,Article,,23/03/2014,IF1 limits the apoptotic-signalling cascade by preventing mitochondrial remodelling.,10.1038/cdd.2012.163,Y,Cell Death Differ,2013,"journal article, research support, non-u.s. gov't",2,,1350-9047
377,PMC3563982,23303129,Nature,Cell Death and Disease ,Dopamine protects neurons against glutamat-induced excitotoxicity,2400.0,Article,,23/03/2014,Dopamine protects neurons against glutamate-induced excitotoxicity.,10.1038/cddis.2012.194,Y,Cell Death Dis,2013,"journal article, research support, non-u.s. gov't",1,,2041-4889
378,PMC3388244,22739987,Nature ,Cell Death and Disease ,HtrA2 deficiency causes mitochondrial uncoupling through the F1F0-ATP synthase and consequent ATP depletion,2400.0,Article,,23/03/2014,HtrA2 deficiency causes mitochondrial uncoupling through the F₁F₀-ATP synthase and consequent ATP depletion.,10.1038/cddis.2012.77,Y,Cell Death Dis,2012,"journal article, research support, non-u.s. gov't",4,,2041-4889
379,PMC3619236,23328632,Nature Publishing Group,Cell Death Differentiation,SCAR/WAVE-mediated processing of engulfed apoptotic corpses is essential for effective macrophage migration in Drosophila.,3000.0,Article,,23/03/2014,SCAR/WAVE-mediated processing of engulfed apoptotic corpses is essential for effective macrophage migration in Drosophila.,10.1038/cdd.2012.166,Y,Cell Death Differ,2013,"journal article, research support, non-u.s. gov't",0,,1350-9047
380,PMC3601332 ,23498957,Elsevier/Cell Press,Cell Host & Microbe,Human cytomegalovirus UL141 targets the TRAIL death receptors to inhibit host innate defenses,4226.04,Article,,23/03/2014,Human cytomegalovirus glycoprotein UL141 targets the TRAIL death receptors to thwart host innate antiviral defenses.,10.1016/j.chom.2013.02.003,Y,Cell Host Microbe,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",5,,1931-3128
381,PMC3510437,23159055,Elsevier,Cell Host and Microbe,The Salmonella kinase SteC targets MEK to regulate the host actin cytoskeleton,3838.88,Article,,23/03/2014,The Salmonella kinase SteC targets the MAP kinase MEK to regulate the host actin cytoskeleton.,10.1016/j.chom.2012.09.011,Y,Cell Host Microbe,2012,"journal article, research support, non-u.s. gov't",5,,1931-3128
382,PMC3661979,23582324,Elsevier,Cell Journal,Exit from Pluripotency is Gated by Intracellular Redistribution of the bHLH transcription factor Tfe3,4041.05,Article,,23/03/2014,Exit from pluripotency is gated by intracellular redistribution of the bHLH transcription factor Tfe3.,10.1016/j.cell.2013.03.012,Y,Cell,2013,"journal article, research support, non-u.s. gov't",10,,0092-8674
383,PMC3791399,24093679,Elsevier,Cell Metabolism,AMP Is a True Physiological Regulator of AMP-Activated Protein Kinase by Both Allosteric Activation and Enhancing Net Phosphorylation,3783.81,Article,,23/03/2014,AMP is a true physiological regulator of AMP-activated protein kinase by both allosteric activation and enhancing net phosphorylation.,10.1016/j.cmet.2013.08.019,Y,Cell Metab,2013,"journal article, research support, non-u.s. gov't",4,,1550-4131
384,PMC3690479,23684622,Elsevier,Cell Metabolism,Dynamic Adipocyte Phosphoproteome Reveals Akt Directly Regulates mTORC2,3904.46,Article,,23/03/2014,Dynamic adipocyte phosphoproteome reveals that Akt directly regulates mTORC2.,10.1016/j.cmet.2013.04.010,Y,Cell Metab,2013,"journal article, research support, non-u.s. gov't",3,,1550-4131
385,PMC3685808,23562076,Elsevier ,Cell Metabolism,Improved insulin sensitivity despite increased visceral adiposity in mice deficient for the immune cell transcription factor T-bet,4084.51,Article,,23/03/2014,Improved insulin sensitivity despite increased visceral adiposity in mice deficient for the immune cell transcription factor T-bet.,10.1016/j.cmet.2013.02.019,Y,Cell Metab,2013,"journal article, research support, non-u.s. gov't, in vitro",5,,1550-4131
386,PMC3644702,23562152,Dartmouth Journal Services,Cell Press - Cell Reports,Definition of RNA Polymerase ii CoTC Terminator Elements in the Human Genome,3884.4,Article,,23/03/2014,Definition of RNA polymerase II CoTC terminator elements in the human genome.,10.1016/j.celrep.2013.03.012,Y,Cell Rep,2013,"journal article, research support, non-u.s. gov't",2,,2211-1247
387,PMC23994477,,Darmouth Journal Services,Cell Reports,Localization-Dependent and -Independent Roles of SLX4 in Regulating Telomeres,3154.01,Article,,23/03/2014,,,,,,,,PMCID not found,
388,PMC3607254,23395635,Dartmouth Journal Services,Cell Reports,Tcf15 primes pluripotent cells for deifferentiation,3242.21,Article,,23/03/2014,Tcf15 primes pluripotent cells for differentiation.,10.1016/j.celrep.2013.01.017,Y,Cell Rep,2013,"journal article, research support, non-u.s. gov't",5,,2211-1247
389,PMC3675675,23643539,Dartmouth Journal Services,Cell Reports,A role for cytosolic fumarate hydratase in urea cycle metabolism and renal neoplasia.,3882.41,Article,,23/03/2014,A role for cytosolic fumarate hydratase in urea cycle metabolism and renal neoplasia.,10.1016/j.celrep.2013.04.006,Y,Cell Rep,2013,"journal article, research support, non-u.s. gov't",2,,2211-1247
390,PMC3607223,23273918,Dartmouth Journal Services,Cell Reports,Structure of a pestivirus envelope glycoprotein e2 clarifies its role in cell entry,3906.55,Article,,23/03/2014,Structure of a pestivirus envelope glycoprotein E2 clarifies its role in cell entry.,10.1016/j.celrep.2012.12.001,Y,Cell Rep,2013,"journal article, research support, non-u.s. gov't",9,,2211-1247
391,PMC3617368,23499446,Dartmouth Journal Services,Cell Reports,Inhibition of mitochondrial aconitase by succination in fumarate hydratase deficiency.,3967.99,Article,,23/03/2014,Inhibition of mitochondrial aconitase by succination in fumarate hydratase deficiency.,10.1016/j.celrep.2013.02.013,Y,Cell Rep,2013,"journal article, research support, non-u.s. gov't",10,,2211-1247
392,PMC3778892,23403291,Dartmouth Journal Services,Cell Reports,c-Myc Induced Sebaceous Gland Differentiation is Controlled by an Androgen Receptor/p53 Axis,3995.74,Article,,23/03/2014,c-MYC-induced sebaceous gland differentiation is controlled by an androgen receptor/p53 axis.,10.1016/j.celrep.2013.01.013,Y,Cell Rep,2013,"journal article, research support, non-u.s. gov't",6,,2211-1247
393,PMC3808153,24120868,Dartmouth Journals,Cell Reports,The 5S RNP couples ribosome biogenesis to the home,3712.8,Article,,23/03/2014,The 5S RNP couples p53 homeostasis to ribosome biogenesis and nucleolar stress.,10.1016/j.celrep.2013.08.049,Y,Cell Rep,2013,"journal article, research support, non-u.s. gov't",1,,2211-1247
394,PMC3607220,23041313,Elsevier,Cell Reports,Developmental plasticity inbound by pluripotency and the FUF2Wnt signalling pathways,3100.01,Article,,23/03/2014,Developmental plasticity is bound by pluripotency and the Fgf and Wnt signaling pathways.,10.1016/j.celrep.2012.08.029,Y,Cell Rep,2012,"journal article, research support, non-u.s. gov't",7,,2211-1247
395,PMC3607255,23375373,Elsevier,Cell Reports,Asymmetric localizatoin of Cdx2mRNA during the first cell fate decision in early mouse development,3836.32,Article,,23/03/2014,Asymmetric localization of Cdx2 mRNA during the first cell-fate decision in early mouse development.,10.1016/j.celrep.2013.01.006,Y,Cell Rep,2013,"journal article, research support, non-u.s. gov't",2,,2211-1247
396,PMC3629568,23561444,Elsevier,Cell Stem Cell,Short telomeres in ESCs lead to unstable differentiation,3352.04,Article,,23/03/2014,Short telomeres in ESCs lead to unstable differentiation.,10.1016/j.stem.2013.01.018,Y,Cell Stem Cell,2013,"journal article, research support, non-u.s. gov't",4,,1934-5909
397,PMC3510442 ,23040481,Elsevier,Cell Stem Cell,Signalling from the sympathetic nervous system regulates hematopoietic stem cell emergence during embryogenesis,3716.09,Article,,23/03/2014,Signaling from the sympathetic nervous system regulates hematopoietic stem cell emergence during embryogenesis.,10.1016/j.stem.2012.07.002,Y,Cell Stem Cell,2012,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",7,,1934-5909
398,PMC3689915 ,23052214,Springer,Cellular and Molecular Cell Sciences,Reactivation of the inactive X chromosome in development and reprogramming,1918.46,Article,,23/03/2014,Reactivation of the inactive X chromosome in development and reprogramming.,10.1007/s00018-012-1174-3,Y,Cell Mol Life Sci,2013,"journal article, review",4,,1420-682x
399,PMC3753470,23275942,Springer,Cellular and Molecular Life Sciences,Transcription regulation and nuclear reprograming: role of nuclear actin and actin binding proteins,1629.33,Article,,23/03/2014,Transcriptional regulation and nuclear reprogramming: roles of nuclear actin and actin-binding proteins.,10.1007/s00018-012-1235-7,N,Cell Mol Life Sci,2013,"journal article, review, research support, non-u.s. gov't",2,,1420-682x
400,PMC3535400,22669258,Springer,Cellular and Molecular Life Sciences,"Tightrope act: autophagy in stem cell renewal, differentiation, proliferation, and aging",1882.23,Article,,23/03/2014,"Tightrope act: autophagy in stem cell renewal, differentiation, proliferation, and aging.",10.1007/s00018-012-1032-3,Y,Cell Mol Life Sci,2013,"journal article, review, research support, non-u.s. gov't",0,,1420-682x
